@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute muro_x {True,False}
@attribute muro_y {True,False}
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
9, 5, 4, 3, 11, 6, 6, 5, 1, 7, 1, True, True, False, False, -3, 1, True, False, -1, South
9, 6, 4, 2, 11, 5, 6, 5, 1, 7, 1, True, True, False, False, -4, 0, True, False, -1, North
9, 5, 4, 3, 11, 5, 5, 5, 1, 7, 1, True, True, False, False, -4, 0, True, False, -1, South
10, 5, 4, 3, 10, 5, 5, 5, 1, 7, 1, True, True, False, False, -5, 0, True, False, -1, East
9, 5, 4, 4, 10, 6, 5, 5, 1, 7, 1, True, True, False, False, -3, 0, True, False, -1, West
10, 5, 4, 4, 11, 5, 5, 5, 1, 7, 1, True, True, False, False, -5, 0, True, False, -1, East
9, 5, 4, 5, 11, 5, 6, 5, 1, 7, 1, True, True, False, False, -4, 1, True, False, -1, West
9, 6, 4, 4, 11, 5, 7, 5, 1, 7, 1, True, True, False, False, -4, 1, True, False, -1, North
10, 6, 4, 4, 12, 6, 7, 5, 1, 7, 1, True, True, False, False, -4, 1, True, False, -1, East
9, 6, 4, 4, 11, 6, 7, 5, 1, 7, 1, True, True, False, False, -3, 1, True, False, -1, West
10, 6, 4, 4, 11, 5, 7, 5, 1, 7, 1, True, True, False, False, -5, 1, True, False, -1, East
9, 6, 4, 4, 12, 5, 7, 5, 1, 7, 1, True, True, False, False, -4, 1, True, False, -1, West
10, 6, 4, 3, 12, 5, 6, 5, 1, 7, 1, True, True, False, False, -5, 0, True, False, -1, East
9, 6, 4, 3, 11, 5, 5, 5, 1, 7, 1, True, True, False, False, -4, -1, True, False, -1, West
9, 5, 4, 3, 11, 5, 6, 5, 1, 7, 1, True, True, False, False, -4, 1, True, False, -1, South
